label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,Blank1,Blank2,Blank3,Bleached_Hot_Day0_1,Bleached_Hot_Day0_2,Bleached_Hot_Day0_3,Bleached_Hot_Day0_4,Bleached_Hot_Day0_5,Bleached_Hot_Day37_1,Bleached_Hot_Day37_2,Bleached_Hot_Day37_3,Bleached_Hot_Day37_4,Bleached_Hot_Day37_5,Bleached_Hot_Day52_1,Bleached_Hot_Day52_2,Bleached_Hot_Day52_3,Bleached_Hot_Day52_4,Bleached_Hot_Day52_5,Control_Ambient_Day0_1,Control_Ambient_Day0_2,Control_Ambient_Day0_3,Control_Ambient_Day0_4,Control_Ambient_Day0_5,Control_Ambient_Day37_1,Control_Ambient_Day37_2,Control_Ambient_Day37_3,Control_Ambient_Day37_4,Control_Ambient_Day37_5,Control_Ambient_Day52_1,Control_Ambient_Day52_2,Control_Ambient_Day52_3,Control_Ambient_Day52_4,Control_Ambient_Day52_5,Mortality_Hot_Day0_1,Mortality_Hot_Day0_2,Mortality_Hot_Day0_3,Mortality_Hot_Day0_4,Mortality_Hot_Day0_5,Mortality_Hot_Day37_1,Mortality_Hot_Day37_2,Mortality_Hot_Day37_3,Mortality_Hot_Day37_4,Mortality_Hot_Day37_5,Mortality_Hot_Day52_1,Mortality_Hot_Day52_2,Mortality_Hot_Day52_3,Mortality_Hot_Day52_4,Mortality_Hot_Day52_5
,11,11,2,261.036377,10.294,0.768762,[M+H]+,,Fructose-6-phosphate,Fructose-6-phosphate,C6H13O9P,0.276,2.338180,261.036377,0.00,0.00,0.00,0.00,0.00,0.00,12016.84,0.00,0.00,0.00,4555.84,2491.32,0.00,0.00,0.00,0.00,1760.23,0.00,0.00,0.00,3130.18,0.00,0.00,16083.42,0.00,7488.68,2143.46,2748.69,2657.40,3575.27,0.00,3363.66,0.00,0.00,2551.52,0.00,0.00,0.00,2000.19,2032.29,0.00,1629.96,2965.28,0.00,0.00,0.00,6560.04,2969.83
,12,12,45,203.150024,10.198,0.852730,[M+H]+,,NG-dimethyl-L-arginine,NG-dimethyl-L-arginine,C8H18N4O2,0.222,1.126663,203.150024,2019.17,1790.90,2313.49,1137020.50,1004648.25,2012190.38,2197640.75,1642914.38,6769563.50,3114155.75,5972442.50,7921130.50,4143880.00,10665753.00,3364191.25,13488488.00,5731765.50,2233146.50,3109748.00,1708330.88,2682787.75,5899816.50,1695556.50,3196170.00,1571620.88,1664022.50,2884345.25,1365328.50,2035793.38,962796.06,1142986.38,3449183.75,1186250.62,1794590.62,2051358.00,2254775.75,1998878.88,1724808.50,6834297.50,9208947.00,4915926.00,5673613.50,8148753.50,4100970.00,14200263.00,6872702.50,11002140.00,5850724.00
,13,13,1,399.144470,10.315,0.848010,[M+H]+,,S-adenosyl-L-methionine,S-adenosyl-L-methionine,C15H22N6O5S,0.085,0.152915,399.144470,0.00,0.00,0.00,1928.53,2815.50,0.00,2150.78,0.00,0.00,0.00,2462.59,1714.57,0.00,2677.81,2023.21,0.00,0.00,1543.74,2216.38,2289.17,3078.00,0.00,1933.13,19605.21,0.00,0.00,0.00,0.00,3784.62,2539.73,0.00,0.00,0.00,2371.40,0.00,2330.73,0.00,0.00,1946.76,0.00,0.00,0.00,1930.42,0.00,0.00,1775.60,2393.66,0.00
,14,14,14,489.113495,9.735,0.840151,[M+H]+,,CDP-Choline,CDP-Choline,C14H26N4O11P2,0.555,2.308560,489.113495,0.00,0.00,0.00,0.00,0.00,0.00,2087.33,2622.20,1717.97,3797.52,4877.74,3974.00,2013.35,8821.59,7166.71,3027.86,11383.02,10320.14,3751.80,1859.51,2025.56,2132.82,0.00,8423.89,7019.00,7826.99,1895.33,2155.14,12320.52,2914.42,6162.56,2884.78,5115.84,0.00,2209.06,0.00,0.00,1963.74,17763.84,2222.36,8298.96,3945.38,8904.34,8266.51,10511.00,3293.23,16951.88,1984.74
,15,15,33,325.043823,9.546,0.848596,[M+H]+,,UMP,UMP,C9H13N2O9P,0.604,2.065531,325.043823,0.00,0.00,1623.28,22389.27,28037.16,34274.80,33742.73,5031.08,30953.49,106984.34,75261.13,102266.04,27728.16,91547.66,4101.57,66960.48,104557.91,16768.27,27717.40,11441.38,62775.68,17836.51,56473.17,48370.98,5275.25,33519.07,43853.31,22657.03,48619.53,21375.93,8551.49,24309.52,2682.86,28047.18,41750.04,9725.39,22429.74,25256.33,97508.00,45462.30,49788.70,37065.63,124221.96,21751.86,55646.18,28413.94,185742.05,105516.25
,16,16,2,664.114929,9.527,0.766257,[M+H]+,,NAD+,NAD+,C21H27N7O14P2,0.483,2.205703,664.114929,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1468.02,2120.51,0.00,1829.73,0.00,1948.89,1967.20,0.00,0.00,0.00,0.00,0.00,0.00,8462.04,0.00,0.00,0.00,0.00,2268.74,0.00,0.00,2084.10,0.00,0.00,0.00,0.00,0.00,0.00,2147.84,2305.16,1304.60,1647.02,0.00,0.00,5554.67,0.00,2726.76,0.00
,17,17,45,608.087524,9.398,0.853413,[M+H]+,,UDP-N-acetyl-glucosamine,UDP-N-acetyl-glucosamine,C17H27N3O17P2,0.522,2.208186,608.087524,0.00,0.00,0.00,63167.07,94419.63,93517.57,104134.72,93202.84,215328.77,104953.43,233248.77,318377.19,126887.55,278122.34,140924.11,243324.05,331460.78,143859.39,149418.77,80442.68,127629.40,92547.05,76266.38,198965.88,155837.25,172607.17,50083.54,141667.64,274186.03,102019.16,188224.92,118187.38,140624.83,51097.59,110111.32,47934.18,122613.69,53387.50,220802.02,286165.22,279035.16,163029.84,132600.17,189285.73,268170.28,233907.94,275003.22,138762.61
,18,18,1,173.021103,9.366,0.665704,[M+H]+,,Glycerol-3-phosphate,Glycerol-3-phosphate,C3H9O6P,0.484,0.881904,173.021103,0.00,0.00,0.00,0.00,0.00,0.00,1911.31,0.00,1472.23,0.00,0.00,2142.05,0.00,0.00,0.00,4104.35,0.00,0.00,0.00,2228.97,2679.66,0.00,0.00,2344.37,0.00,1649.02,0.00,0.00,3991.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2323.75,0.00,1771.76,0.00,0.00,0.00
,19,19,45,348.069397,9.303,0.852774,[M+H]+,,AMP,AMP,C10H14N5O7P,0.427,2.805647,348.069397,0.00,0.00,0.00,38967.21,68024.52,43007.89,67005.19,39128.17,35934.46,68786.53,55847.50,79733.19,45748.25,121092.12,53157.98,72999.47,69841.97,40181.04,55032.17,33721.18,139823.12,24333.88,97704.00,166643.98,25097.01,68585.48,36208.15,68826.88,110681.90,107998.60,58485.19,88172.15,36395.89,59920.32,69681.41,33378.05,51127.88,25545.10,117804.05,75935.23,69837.88,54224.24,123062.56,38905.65,119657.59,59736.68,250292.44,116251.35
,20,20,2,227.113480,8.891,0.825029,[M+H]+,,Carnosine,Carnosine,C9H14N4O3,0.409,1.679641,227.113480,0.00,0.00,0.00,0.00,0.00,3717.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16899.35,7075.56,2888.35,0.00,7715.83,15732.45,3291.33,0.00,3167.79,7741.77,3829.37,3097.64,0.00,2907.46,3788.54,0.00,0.00,2875.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,21,21,14,162.076065,8.743,0.815856,[M+H]+,,Aminoadipic acid,Aminoadipic acid,C6H11NO4,0.537,0.094146,162.076065,3693.76,1907.94,0.00,11431.29,16342.86,33244.86,45380.14,14835.53,10586.23,8119.25,20150.63,22815.20,13648.59,46511.47,15884.58,42380.71,38705.02,15133.48,24948.29,19207.43,63058.83,87243.47,27877.53,21503.34,11400.66,27250.62,24627.09,16281.91,21230.04,7052.51,15432.56,25271.49,15165.97,16838.31,48713.86,36904.82,41593.07,6790.90,4109.42,54418.26,18491.65,39285.97,29689.75,20133.25,59860.47,48795.89,55575.54,22745.95
,22,22,2,308.090576,8.861,0.844415,[M+H]+,,Glutathione,Glutathione,C10H17N3O6S,0.269,1.683914,308.090576,0.00,0.00,0.00,0.00,0.00,3470.49,12712.19,0.00,0.00,0.00,2486.10,0.00,0.00,8484.08,0.00,0.00,0.00,0.00,0.00,2402.71,0.00,4017.31,0.00,0.00,0.00,0.00,18850.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2201.09,0.00,0.00,2106.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3355.99,0.00
,23,23,45,134.044571,8.602,0.854759,[M+H]+,,Aspartate,Aspartate,C4H7NO4,0.508,1.593669,134.044571,0.00,0.00,0.00,142730.45,76198.55,97634.40,167588.98,175900.25,62394.09,62729.22,115325.51,235130.58,103573.12,128447.03,31221.30,85262.09,175800.38,53044.19,200624.20,235258.81,166494.80,330393.22,91765.18,149636.61,94757.27,84182.68,90516.62,118722.52,336462.84,191689.95,71350.66,162867.59,45412.98,257394.33,153146.67,181998.12,115715.18,107891.13,99272.91,91405.59,81928.19,50963.25,101767.34,87077.09,117014.41,88315.94,153442.80,79485.78
,24,24,45,148.060165,8.468,0.837456,[M+H]+,,Glutamate,Glutamate,C5H9NO4,0.542,1.855041,148.060165,2325.79,1450.84,2418.96,4388793.50,4383478.50,5692384.50,5453791.50,5192135.50,2934974.75,1358532.38,3883243.25,6476041.50,3433007.25,4302379.00,2438616.75,4459121.50,6130981.50,1723716.12,5382740.00,5949522.50,5514021.50,10699828.00,3326010.00,4231649.50,3537157.00,3193730.25,4361277.00,3261224.75,3904720.75,4702476.00,2790293.75,5287830.00,2014736.12,5908092.00,5581120.50,8871243.00,5574084.00,3098393.25,3209219.00,5233444.00,2229975.00,2984039.75,3680366.75,4115217.25,7008255.50,5711304.00,5592631.50,3397993.75
,25,25,20,190.070297,8.744,0.848281,[M+H]+,,N-acetyl-glutamate,N-acetyl-glutamate,C7H11NO5,0.034,3.692853,190.070297,0.00,0.00,0.00,0.00,20192.79,4909.65,11843.17,7562.98,3413.11,26194.98,15608.31,33454.30,25890.50,35961.95,38007.42,24246.30,22261.91,22142.45,12218.26,4203.42,4569.40,3528.60,0.00,36388.18,11910.51,6337.74,0.00,7534.28,47653.70,3756.17,0.00,20513.22,0.00,3558.55,3911.02,0.00,0.00,0.00,25012.26,3296.85,3175.86,8129.91,9708.00,13049.92,17593.30,10493.28,26388.62,8260.85
,26,26,44,258.109375,7.818,0.854612,[M+H]+,,Glycerophosphocholine,Glycerophosphocholine,C8H20NO6P,0.662,2.837633,258.109375,0.00,0.00,0.00,105894.93,144340.70,173994.81,156254.86,444921.91,85208.21,58500.07,101090.00,173106.83,109395.81,98118.94,93081.28,166503.73,108840.96,63214.55,253899.17,146757.58,245029.27,439520.34,200036.39,118282.75,116357.27,165081.66,156694.20,170669.52,182964.81,104022.72,289380.06,87097.04,163656.42,159998.25,172075.81,340147.19,201446.88,160681.05,167473.83,170657.17,91000.18,132854.98,142585.56,104359.94,154594.19,132254.08,172339.52,125096.81
,27,27,45,189.123032,7.195,0.855923,[M+H]+,,Acetyllysine,Acetyllysine,C8H16N2O3,1.175,1.774997,189.123032,2418.67,1861.83,0.00,266507.69,440587.84,243479.25,378963.75,285842.66,284651.91,489227.16,413376.66,594329.44,355935.97,385245.88,469500.91,460426.66,347637.16,306916.72,413463.16,221136.08,379984.59,224540.80,156604.47,287209.88,161093.77,384673.91,118476.69,233596.81,384719.50,165022.77,316355.38,324278.66,207407.58,470190.16,274961.59,287861.28,449791.97,198099.05,627631.69,224639.38,264023.78,308767.47,239079.17,456614.59,324482.91,263603.03,299088.00,131944.98
,28,28,22,131.033905,7.901,0.847738,[M+H]+,,Itaconic acid,Itaconic acid,C5H6O4,0.469,0.116449,131.033905,0.00,0.00,0.00,10526.70,15267.90,9880.58,3593.50,5585.42,12810.30,6386.97,12321.68,11927.43,7227.72,18114.68,9178.59,11169.18,7984.30,14586.43,0.00,7200.68,8007.95,10974.35,3335.31,2367.12,5911.81,7067.41,0.00,7841.36,0.00,3336.81,3431.74,3572.70,5219.16,2565.55,5662.66,3709.96,2831.23,6099.12,3172.28,3065.79,0.00,4776.29,10994.78,2137.88,9591.84,3332.58,3822.65,11387.74
,29,29,7,175.108002,7.980,0.820662,[M+H]+,,N-acetyl-L-ornithine,N-acetyl-L-ornithine,C7H14N2O3,0.320,1.568510,175.108002,2128.64,0.00,0.00,0.00,3052.73,2714.76,0.00,0.00,3633.54,3690.24,5282.48,12525.44,6713.22,9798.88,3436.79,29936.91,4560.12,5178.13,3110.95,0.00,7914.31,2758.44,0.00,0.00,0.00,3437.21,0.00,0.00,2093.81,0.00,6598.23,10189.85,0.00,3711.28,3395.33,3217.96,0.00,3665.66,21673.82,3220.10,5752.63,8136.72,0.00,3202.95,14577.14,3654.78,31467.30,10412.04
,31,31,44,133.060623,7.420,0.849301,[M+H]+,,Asparagine,Asparagine,C4H8N2O3,0.460,1.146753,133.060623,0.00,1686.02,0.00,167457.97,154532.08,932519.94,324761.50,150839.23,376030.72,112998.65,145393.12,453280.41,524708.62,376727.28,328196.78,435627.75,189635.02,154268.39,314116.47,99526.66,535694.06,1248808.12,100189.50,325150.66,137933.08,113932.46,264793.28,86354.09,176616.00,254520.36,155863.95,130427.23,114597.29,386043.59,630115.44,451153.22,561866.44,105855.90,1433658.12,1289920.12,179364.70,455631.88,424150.00,744907.19,1236456.88,674431.19,612564.69,484890.62
,32,32,28,190.117920,7.407,0.851601,[M+H]+,,Homocitrulline,Homocitrulline,C7H15N3O3,0.473,3.691928,190.117920,0.00,0.00,0.00,19992.81,6888.25,85314.34,66535.91,76827.10,42563.39,8340.88,57844.20,109041.13,69600.60,65408.31,29121.91,80843.29,73117.70,69461.60,15005.59,0.00,20800.03,42470.63,21653.44,5645.94,3637.77,19493.64,16751.68,29238.46,14949.00,3139.11,24878.49,19939.31,40388.40,0.00,20275.77,82936.59,18980.83,65273.17,15747.74,77008.07,50054.46,29574.18,123948.22,5280.89,56983.76,61454.44,82883.76,96016.59
,33,33,43,106.050133,7.382,0.854066,[M+H]+,,Serine,Serine,C3H7NO3,0.438,2.446013,106.050133,2086.79,1560.83,1512.57,124470.30,68264.41,112869.22,90981.63,55559.11,111038.74,81839.73,80170.09,169178.39,87762.28,118264.90,64059.32,124525.31,185729.55,54160.16,270796.00,94033.09,119926.25,268783.91,58260.00,174977.81,105741.34,68558.87,52805.80,47239.84,116287.79,74844.47,59179.45,72019.73,48199.66,182163.08,147024.42,157144.95,122827.44,69897.90,101129.69,140828.64,107535.78,90330.40,109954.54,91648.75,94377.84,64367.39,130763.94,76721.91
,34,34,11,104.070915,7.269,0.702511,[M+H]+,,gamma-amino butyrate,gamma-amino butyrate,C4H9NO2,0.551,3.005702,104.070915,48398.36,31305.39,21893.42,157395.20,164688.66,215826.80,161634.77,289964.88,460809.16,349875.25,479890.00,1261336.50,224559.14,98867.30,64576.55,775467.94,84818.48,48004.23,166145.62,125182.45,511058.16,2011484.62,243473.33,288817.91,103957.81,296461.16,762459.56,93075.18,93323.81,84104.82,130016.69,192428.95,154418.28,318126.16,410424.47,179199.70,187236.38,293614.88,1177151.38,347401.97,107390.69,1639096.62,298495.66,169729.80,374764.97,98647.85,279562.47,77791.12
,35,35,45,147.076157,7.213,0.860161,[M+H]+,,Glutamine,Glutamine,C5H10N2O3,0.527,1.763705,147.076157,2314.49,1636.44,0.00,2223770.25,3144601.25,3296357.75,1614237.62,1721598.50,4985078.00,2775653.50,2936115.25,7460913.50,4687022.50,9380088.00,1297714.25,3034879.00,5882234.50,725587.06,4468993.50,2108432.75,3633297.00,6139278.00,1973024.00,2156651.75,1486758.00,936904.81,2887930.00,920568.25,973442.06,875612.19,918108.69,770257.94,572957.06,2911057.25,4253707.50,9047832.00,3197515.25,1464881.50,2901323.00,5506629.50,2911600.00,3192249.00,3459686.00,2394073.00,4198286.00,3043311.25,3617519.00,1820183.62
,36,36,2,156.076523,7.957,0.588422,[M+H]+,,Histidine,Histidine,C6H9N3O2,0.227,1.466470,156.076523,9103.47,3435.71,5489.85,34314.46,72040.88,95199.20,76385.58,90635.77,858173.81,320708.44,448158.00,633072.56,217132.02,992978.69,211835.17,855566.44,400267.34,143257.56,125311.13,395529.75,101839.34,891793.44,222544.95,395292.00,183516.36,30675.61,261976.75,83303.49,45960.21,69976.65,37003.97,459017.66,51618.14,437674.97,109135.98,113620.16,44463.38,88420.52,1264085.00,354323.25,454371.78,445958.53,1645261.00,244154.81,952179.94,472997.47,541549.25,424039.72
,37,37,39,170.092010,7.621,0.850715,[M+H]+,,1-Methylhistidine,1-Methylhistidine,C7H11N3O2,0.099,2.332429,170.092010,1861.47,1766.90,0.00,92637.90,95093.38,48207.67,23236.67,30700.75,182949.45,116849.73,37472.36,58064.64,61738.41,322036.47,158435.88,55752.09,24380.15,14704.31,78314.60,27345.63,126134.49,255898.83,32196.11,133674.95,50510.43,27332.53,146522.73,54171.89,91017.12,99439.79,22789.13,92067.77,36104.68,66300.80,36086.72,15146.60,31739.96,30981.14,46539.82,64330.75,17139.16,61124.25,200816.69,19787.16,100336.23,59936.69,93998.62,137688.66
,38,38,33,166.054001,6.784,0.857233,[M+H]+,,Methionine sulfoxide,Methionine sulfoxide,C5H11NO3S,0.796,4.594547,166.054001,7487.87,6180.24,270293.97,688819.00,1358737.38,1232278.50,932925.19,547177.06,1027432.06,670401.06,708169.69,2376079.25,1010885.44,417107.47,957109.50,803097.81,617720.31,1079431.38,1241179.38,1233460.38,343324.28,1810704.38,485601.84,1284808.00,1585290.62,276579.16,547944.88,1347065.88,132430.83,0.00,817864.50,794889.69,945298.94,812618.19,1029925.06,1022064.69,972047.50,338299.47,591204.00,585369.56,1125428.12,837245.94,955792.81,260472.42,1102905.75,719651.31,1540040.38,1307978.38
,39,39,11,217.129074,7.039,0.848184,[M+H]+,,Acetyl-arginine,Acetyl-arginine,C8H16N4O3,0.491,2.037977,217.129074,5816.88,5465.71,6112.99,35281.02,5987.90,6687.43,22731.24,5043.31,13105.12,3953.34,4631.64,8447.54,23341.15,6631.51,11782.17,7537.49,4540.61,6320.85,9307.40,3328.55,6389.38,12979.60,5227.18,6267.95,4555.34,9340.30,20491.71,4354.36,5605.94,4990.28,4726.23,10456.65,4471.19,80759.05,15616.07,32378.40,87694.03,4264.17,18481.54,15633.31,10989.13,18137.07,23696.30,12046.29,15759.22,71253.93,20943.71,7088.22
,40,40,43,162.112228,6.704,0.713874,[M+H]+,,Carnitine,Carnitine,C7H15NO3,0.536,1.505995,162.112228,39407.50,28396.61,40874.52,71811456.00,97007712.00,52949948.00,58592140.00,97717112.00,84117320.00,73274192.00,72759224.00,100105216.00,78542504.00,81237480.00,87211792.00,82350000.00,77974656.00,81655088.00,93883848.00,64863924.00,88580976.00,91835640.00,67869600.00,87193024.00,69873896.00,65442788.00,42495968.00,102730408.00,110566432.00,62686700.00,91003528.00,95974656.00,91360328.00,87181992.00,77444056.00,85116680.00,68400328.00,50710516.00,112287616.00,74758624.00,76624480.00,76150776.00,71547288.00,71306088.00,93586200.00,79259816.00,110596800.00,62034892.00
,41,41,45,120.065575,6.881,0.858048,[M+H]+,,Threonine,Threonine,C4H9NO3,0.219,0.444805,120.065575,4705.26,2351.88,2475.53,1106335.88,1991938.88,1715100.38,236350.08,735398.00,837658.25,502792.34,827055.31,836131.75,704368.06,722290.44,561177.31,892541.31,394825.50,377714.34,1636782.00,305606.78,1277880.62,1970317.62,749497.69,959839.31,574448.62,664672.00,1175832.12,295569.59,1126731.25,595955.25,1292253.62,295585.69,587126.06,4478721.50,821941.75,2672800.50,1771153.38,1075472.00,2211727.25,3134839.75,775408.31,971280.00,1599678.38,1931288.00,1932480.88,1520679.38,3615928.25,1027152.94
