Sample,1 3-Dimethyluric acid,1-Methylhistidine,11a-Hydroxyprogesterone,2-Aminoethylphosphonate,3-Phenylbutyric acid,4-Guanidinobutanoic acid,5- Methylthioadenosine,5-Hydroxytryptophan,5-Methoxytryptamine,5-Methylcytosine,5-Phenylvaleric acid,a-ketoglutarate,Acetyl glycine,Acetyl proline,Acetyl-arginine,Acetyllysine,Aconitate,Adenine,Adenosine,ADP,ADP-D-Glucose,Alanine,Aminoadipic acid,AMP,Androstenedione,Arginine,Arginine-Alanine,Arginine-Glutamine,Arginine-Valine,Ascorbic acid,Asparagine,Aspartate,Betaine,Carbamoyl phosphate,Carnitine,Carnosine,CDP-Choline,CDP-Choline (+HAc),Cellobiose,Cholesteryl sulfate,Citramalic acid,Citrate,Citrulline,CMP,Creatine,Creatinine,Cystathionine,Cystine,Cytidine,Cytosine,D-2-Aminobutyric acid,Deoxycytidine,Deoxyguanosine,Dihydroorotate,Dihydroxyacetone phosphate,Dihydroxybenzeneacetic acid,Fructose,Fructose-6-phosphate,gamma-amino butyrate,Glucose,Glucose-6-phosphate,Glucuronic acid,Glutamate,Glutamine,Glutaryl-carnitine,Glutathione,Glutathione disulfide,Glycerate,Glycerol-3-phosphate,Glycerophosphocholine,Glycerophosphocholine (+HAc),Glycine,GMP,Guanine,Guanosine,Hippuric acid,Histamine,Histidine,Homoarginine,Homocitrulline,Homocysteine,Hydroxyoctanoic acid,Hydroxyphenyl pyruvate,Hydroxyproline,Hypotaurine,Hypoxanthine,Indole,Inosine,Inositol,Isocitrate,Isoleucine,Itaconic acid,L-Octanoylcarnitine,L-Palmitoylcarnitine,Lactate,Leucic acid,Leucine,Levulinic Acid,Lysine,Lysine-Glutamine,Malate,Mandelic acid,Mannose-6-phosphate,Methionine,Methionine sulfoxide,Methyloxovaleric acid (Ketoleucine),Methylphenyllactate,N N N-Trimethyllysine,N-acetyl-glutamate,N-acetyl-glutamine,N-Acetyl-L-alanine,N-acetyl-L-ornithine,NAD+,NAD+ (SIM),NADH (SIM),NADP+ (SIM),NADPH (SIM),NegIS_Alanine-2H4-15N,NegIS_Glucose-2H7-13C6,NegIS_Glutamine-2H5-15N2,NegIS_Glycine-13C2_15N1,NegIS_Inosine-15N4,NegIS_Lysine-2H8,NegIS_Malate-2H3,NegIS_Serine-13C3-15N1,NegIS_Thymine-2H4,NG-dimethyl-L-arginine,Nicotinamide riboside,Nicotinate,o-acetyl-L-serine,O-Acylcarnitine,O-Butanoylcarnitine,O-Decanoyl-L-carnitine,O-Phosphorylethanolamine,O-Propanoylcarnitine,Ornithine,Pantothenate,Phenylalanine,Phenylpropanolamine,Phosphocholine,Phosphocholine (+HAc),PosIS_Alanine-2H4-15N,PosIS_Glutamine-2H5-15N2,PosIS_Inosine-15N4,PosIS_Lysine-2H8,PosIS_Serine-13C3-15N1,Proline,Purine,Pyroglutamate,Pyrroline-5-carboxylic acid,Pyruvate,Raffinose,Ribitol,Ribose phosphate,S-adenosyl-L-methionine,Serine,Sorbitol,Spermine,Stearic acid,Succinate,Sucrose,Taurine,Thiamine,Threonic acid,Threonine,Thymidine,Tridecanoic acid,Trigonelline,Tryptamine,Tryptophan,Tyramine,Tyrosine,UDP-D-Glucose,UDP-N-acetyl-glucosamine,UMP,Uracil,Uric acid,Uridine,Valine,Xanthine
Mortality_Hot_Day0_3,14.24585702,10.64718022,9.965784285,10.98417663,10.19351407,13.43064275,12.81522637,10.70086676,10.55673054,23.58014073,10.86345023,13.34155162,12.1429018,10.2641546,11.1614407,13.60653799,19.04628959,18.90574101,15.58398542,10.1730796,10.13719587,16.14318336,11.27081949,12.80160189,9.965784285,17.83534131,10.46878554,13.91574961,11.38224645,10.44138865,15.19389622,15.82300579,20.89320014,11.83862631,21.69432318,9.965784285,9.965784285,9.965784285,13.75300644,10.65429819,12.41496997,14.42485402,15.43809527,10.90183876,13.32415184,11.1361286,10.44591132,10.92673206,12.24656359,12.87824277,11.6702117,11.00561616,10.45172401,11.38747028,9.965784285,15.81645211,13.34003695,12.31863883,12.99121638,15.11966805,11.5194543,11.44321569,18.43573879,18.46409526,12.34976535,10.43324905,10.56401808,12.80684231,11.63232607,13.82943358,12.01369261,16.05415755,11.21517001,13.56593555,13.29121057,9.965784285,23.33690515,12.43267337,14.20631318,12.07198637,12.81701048,11.59527123,10.79933357,11.76853773,13.1075338,12.55690929,10.96462029,11.51013956,14.17783733,10.8499937,15.82822795,17.46236959,12.05604193,14.49896005,15.89294921,10.55786695,16.76328105,13.5381316,15.27242886,10.39343321,18.01471047,10.09715829,12.85434008,16.19382987,15.34900258,12.95627494,12.70040862,13.73243293,9.965784285,11.10911913,12.5641832,10.1398796,9.965784285,10.48145157,9.98832696,10.3020515,9.965784285,21.00427726,20.21653008,18.36587602,16.08233741,14.42236992,12.99537026,16.03610216,15.03050944,16.11951501,16.47147688,14.40341042,12.12003379,14.05086679,16.99944726,16.32768393,12.46463538,10.12658052,18.13713013,12.12713451,15.12902243,15.20836711,12.49656236,15.2517474,14.65255094,19.24597124,19.18780284,14.70967233,13.5663947,13.12316155,16.38429522,11.12779981,16.75204232,12.84476056,12.54409435,12.82120855,14.33267713,10.82358238,10.09393879,15.11730524,20.75110735,16.56692576,19.6340615,15.61417705,15.24965233,18.68336155,12.38248877,15.49843689,16.96710047,10.34560766,11.35111132,13.95854531,16.44148299,15.6449025,14.34714593,16.87842403,11.09665529,12.91086301,13.77008214,15.08368004,11.46071032,14.69968044,17.39330215,12.92928509
Mortality_Hot_Day0_4,13.09994793,10.69353522,9.965784285,10.40896616,10.32616029,12.72809539,11.67678314,10.28111136,10.16503836,22.1019426,10.4757127,10.67264404,11.86353384,10.26839477,11.45769336,13.32994546,14.03171892,16.20177454,14.35121987,9.965784285,10.03272513,14.88902959,10.86086677,11.34398873,10.03129704,16.56834085,10.19214931,12.90836365,10.47647204,10.06462443,13.99316965,13.48354139,19.74352554,10.86124866,20.43218111,10.0490854,9.965784285,9.965784285,12.28014727,10.62491632,12.88809626,11.64740284,11.54783331,9.965784285,11.31323632,10.31859769,9.965784285,9.965784285,10.25128596,11.42216887,11.31919534,10.37113982,10.20785696,10.70086563,9.965784285,12.19196329,13.30954509,10.29381757,12.24974145,13.40217246,10.27564071,10.80303003,16.82643222,16.03384615,11.45319236,9.965784285,10.03257026,12.41010989,10.32402492,12.33423032,10.95254594,12.30750686,10.07743313,12.26553632,11.88482334,10.42770519,22.29904631,10.90617256,13.44203184,10.44328343,11.67995741,10.96312487,10.2657662,11.0389557,11.16844994,11.21128863,10.56339158,10.10040078,13.53783737,10.04761933,14.73907808,16.39768709,11.67701793,13.61673226,18.37906001,10.3502972,15.37693887,12.28516636,13.97163752,10.52979932,16.93635485,10.11311279,10.86379366,14.9257867,14.36440339,11.74981773,11.72702689,13.91014027,9.965784285,10.52677073,13.01237517,9.965784285,10.04079541,10.24093574,9.968142912,9.990135924,9.965784285,20.73966195,19.69306769,18.2955112,15.64687217,14.57196063,12.4524138,15.61697142,14.42705417,16.11969977,15.36892325,12.77898766,11.18274589,14.04256597,15.18452975,14.40610432,11.75179381,10.11493259,18.14748137,10.88883117,16.03772325,14.40210618,11.28023456,15.28585153,13.51513553,18.61889595,18.51443435,14.00653203,12.91978446,12.87975664,14.80165335,10.12761346,18.15321707,12.10677572,11.03096431,11.23731323,12.64829167,10.12701571,9.965784285,13.21234935,18.24000164,15.27521515,17.6804184,16.09405551,13.97922577,17.84391987,10.40744825,18.23800478,15.49131561,10.06222772,10.96307826,13.34857573,12.55845799,13.69549872,11.2159623,15.11522277,10.89240336,12.61166672,11.67970064,12.62268375,10.89244713,12.6662045,15.62005665,11.9785929
Mortality_Hot_Day0_5,14.2206647,11.10169351,9.965784285,10.66780932,10.17076707,14.72307951,11.98247948,10.19307001,10.76502863,23.10302062,11.94168045,11.09041936,14.56153562,11.0912488,10.18590456,13.07973171,14.46829391,16.29862064,14.90379811,9.965784285,9.965784285,15.69183796,10.30206878,10.96380794,9.965784285,17.81763423,10.11448788,11.39313917,9.965784285,9.965784285,12.51922734,14.01928305,20.83702177,11.51292272,20.90330927,9.965784285,10.07133901,9.965784285,12.23047066,9.965784285,11.90072374,12.02986239,12.15807314,9.965784285,11.3378699,10.85349975,9.965784285,9.965784285,10.98162189,13.06895377,10.83139355,10.43229129,10.22018245,11.03835273,9.965784285,14.01317647,13.62968893,10.1189165,13.59217998,13.84396914,9.965784285,11.25245309,16.88187644,15.81440021,12.26619253,9.965784285,9.965784285,12.83726952,10.10065117,12.81600281,11.41379534,12.79666544,9.965784285,11.82850592,12.47812544,10.23440733,23.58304087,12.10913807,13.85575152,11.78263878,11.64396023,13.22490609,11.19428714,10.80009756,10.31514956,11.32343237,10.61388413,9.965784285,14.02109198,10.12159409,15.05795136,17.66425727,11.87426864,13.34901792,18.27375656,11.28389688,16.27224078,13.80783339,14.6871928,10.09353012,16.17514872,12.01851837,10.46114837,14.81490179,13.78104231,13.36295002,11.71425415,12.49482921,9.965784285,11.43960663,12.95012934,10.15696208,9.965784285,10.13688017,9.970255448,9.969452439,9.965784285,21.5406107,20.37694597,18.82994386,15.87914965,14.91075001,12.55427615,16.57518779,14.73714729,16.49257923,16.04627459,12.13827304,11.12732835,15.06893774,16.69989749,14.59771529,11.98931412,10.21875769,16.63610028,11.32415162,18.04141166,15.04571411,12.37312253,15.3035977,13.41014139,19.21437663,19.03059703,14.32512414,13.2279924,13.05047237,14.23770177,10.62925522,16.49965292,12.67204514,11.21553816,12.23623336,12.95855888,9.965784285,9.965784285,13.29219021,20.99256975,16.24967615,18.35058363,16.9749588,13.89671897,17.375364,10.49717368,19.43471377,15.66319641,10.12820761,11.31932168,13.34236212,14.3478293,14.24957147,12.12709399,16.43799445,10.96309688,12.2534784,12.02412568,13.06863392,10.99547217,14.00353669,16.55036682,12.47072824
Mortality_Hot_Day37_1,14.17443215,11.23704547,9.965784285,14.9004426,10.36723692,17.56782713,11.69334431,11.35042384,10.49848724,22.98034881,10.5598832,10.19298822,12.03051494,12.07010984,10.60863153,14.2924195,14.06540852,17.94171067,15.01532735,10.41419715,10.09456516,14.61777931,10.1354919,13.44122063,9.965784285,20.52618085,10.58696003,11.65662985,10.56460619,10.17249169,15.83519626,14.28741009,21.31365828,11.36835115,21.70215405,9.965784285,10.58834578,10.24217059,12.51948078,9.965784285,11.22684927,13.56789469,13.63725776,10.57688695,10.20226258,10.34519133,9.965784285,11.89689573,11.08986594,12.56395091,11.90007491,10.9580351,10.15383711,11.1072727,10.50090327,16.28254062,13.43064983,11.68152983,15.16576829,15.01669166,12.52366362,10.18131456,16.58762208,16.44366449,12.02381876,10.11267741,11.91098338,12.47417081,10.77079182,12.57158613,11.15297978,13.85956793,11.1027664,12.48867287,12.49367172,10.14121711,14.01661903,15.26586018,15.46466948,10.52978573,11.42039883,11.38290927,10.1705651,11.60662516,11.61888917,11.89999717,10.87177942,10.28911548,14.44553018,10.93673341,14.97319608,17.22775336,11.53916117,12.56621786,17.05171698,11.40626507,15.81153278,13.09288626,17.37378132,10.08589672,17.67211139,10.67549139,12.37072862,16.36286884,14.21058073,12.15089358,11.95913134,16.08911749,10.7811869,10.59199772,12.47079414,10.6955576,10.29706669,10.71580018,9.972177208,10.30524105,9.993031659,20.3180612,20.40108834,17.93973991,15.56311596,13.98802307,12.60052017,15.82993102,14.0593899,15.78660999,17.6704018,10.79919554,11.09729216,13.92731355,15.24479933,16.0557074,11.64498121,13.28968628,17.15390965,14.85565349,15.52494981,15.04076329,12.47795701,17.24641132,16.13475427,18.40122949,18.50594588,13.88470393,13.27343453,12.79032511,14.05755624,10.83771318,16.13165411,13.47737606,11.08407275,12.53142062,12.11001387,10.68597257,10.04867226,13.55222725,19.25332234,15.89035699,17.92320241,16.49145779,15.76099351,16.26633937,10.25791192,17.55781153,16.54918733,9.965784285,10.87001891,13.18554197,15.15343881,15.61656549,12.55730084,17.3432978,11.21739718,14.17386409,14.33645328,12.61562831,13.28736065,13.70158971,17.47456259,12.68397983
Mortality_Hot_Day37_2,14.5476572,11.89666846,10.14356838,14.95309827,10.63383354,17.37831331,12.07881722,12.0315989,10.22118606,23.57309287,11.5626944,11.84838431,12.27298773,11.62139102,10.71731039,13.40173921,17.90223927,17.36346509,15.60579268,10.1083896,10.15826636,15.58702765,11.72257721,13.23585406,10.1770654,21.19687777,10.24451776,13.40416995,11.11145761,10.23947799,16.31985285,14.45818845,21.72629483,12.14152468,21.6407935,9.965784285,10.09957609,10.14207468,14.04612852,12.70506661,11.96989046,13.28655719,12.51881881,10.21394844,12.28801502,11.39854065,9.965784285,11.38703682,11.59162353,13.23318526,11.9503455,10.81644222,11.00524373,11.31291717,9.965784285,16.96806958,16.9981981,11.29113823,13.98284135,16.87007183,11.28885599,10.99537075,17.81023557,17.88333301,12.02061515,9.965784285,11.527605,13.14514208,11.00631074,13.04679214,11.52182228,14.38412063,10.5124926,13.38691251,13.24261292,10.23752455,23.81482776,14.00955987,16.81107287,12.09249586,12.07782048,11.81366589,10.37429536,11.76565918,14.07151062,11.61185262,11.64885233,10.31684743,15.21060944,10.13271523,15.10837705,17.81112691,12.31781325,13.71490853,18.58511315,10.78428721,15.89364087,13.99047686,17.75376448,10.17566982,18.54014457,10.63177276,12.565156,16.43054182,14.69889567,12.54090175,12.97767312,16.04320172,10.16006818,10.52240184,12.88571638,10.15583039,10.27460556,11.07295774,9.979824131,10.17363126,10.06661047,21.40224525,20.62274271,19.10070766,16.62034502,15.27894027,13.60892651,16.41315388,15.36894632,16.72774419,18.62279873,12.29184378,10.85941765,14.12686605,16.83361931,15.46083885,11.82876908,12.69703032,17.62045992,15.54587581,17.42914415,15.28497249,14.36356328,17.51964046,16.48184404,19.28626006,19.41228474,14.85712183,14.12110387,13.54456156,16.8657682,10.51912007,17.69493625,13.38009497,11.8063536,13.61283944,13.6213681,10.39649153,9.965784285,14.62783182,21.0416548,16.43890665,19.02918302,16.88620914,16.30066872,18.81021718,11.89365554,17.792784,17.40375929,10.64808046,11.52021561,14.75356339,13.69878181,15.82964144,12.30760914,17.04558421,11.65348525,14.97079249,13.8658886,12.76398953,12.93567231,14.09375279,15.90425059,12.82866606
Mortality_Hot_Day37_3,14.10423969,10.70429618,9.965784285,14.11595137,10.11175316,16.82105511,11.50909852,10.95626203,10.40426191,23.26204029,10.54351823,11.58781079,12.13527846,11.41757917,10.48037946,13.46369542,14.96658489,16.87263971,13.90103484,9.965784285,10.18990886,14.82124414,10.74920171,13.02928844,9.965784285,20.37215912,10.24342837,12.91738997,10.40755363,10.1422649,13.73426683,13.79598973,20.71128413,11.59011753,21.51146036,9.965784285,10.37033038,10.08436689,12.77821707,9.965784285,11.08721225,12.65975557,12.97895309,10.12554998,10.28114207,10.31852695,9.965784285,11.15559996,10.37244405,12.12727861,11.67390333,10.41418678,9.965784285,11.12199838,10.26160448,15.64389136,13.93672661,11.28206832,12.34107523,14.01994134,11.74780154,10.56114122,16.42476505,16.80570536,12.19070997,10.14482525,11.25044462,12.95169579,10.50382419,12.15138097,10.99524902,15.0264369,10.33384435,12.10789539,12.49584217,10.14908771,23.26261841,14.19238593,15.90714039,11.52757574,12.23629608,11.36160083,10.33665712,10.67204294,11.81139285,11.82191884,10.63065686,10.14768416,14.33332605,9.965784285,15.49493781,17.22922626,11.46722104,11.64055744,19.28364247,11.55089945,16.29603384,13.09118368,17.10262458,10.0988974,17.1858411,10.10895965,12.107163,17.60408846,15.45421743,12.39743081,13.05363433,14.76991895,10.1342511,10.21853207,13.21778643,10.25781392,10.25360507,10.89085292,9.984695603,10.05228828,9.991891019,21.56985998,20.73637822,19.09721231,16.57396687,15.18698841,13.45234355,16.87981579,15.68022954,16.64137546,17.55621252,11.49859662,10.72962273,13.69095564,15.94307046,17.68472917,10.94609367,12.48517212,17.50574982,14.48866522,14.94268156,15.19368815,12.61170459,17.52138544,16.14689428,19.40049805,19.3590084,14.6965302,13.93882891,13.51652055,16.77308696,10.5532032,17.75386696,13.28202312,11.61728049,13.04863119,13.29231501,10.17064916,9.965784285,14.44318629,16.54054236,16.31036349,19.79120488,15.87740588,14.36431256,15.65454139,9.965784285,16.9256313,15.43577604,9.965784285,11.28921191,13.72179149,14.66846929,16.48103191,13.41807558,17.46153722,11.33968566,14.70930081,13.66843513,12.23537743,11.6090015,12.38612647,17.38047199,12.4992383
Mortality_Hot_Day37_4,13.97278501,11.75232617,10.2572806,13.86464173,10.35245039,17.20493872,11.63180802,11.78026246,10.21029947,23.45253197,10.98315212,11.39417956,12.61630372,11.49289354,10.75399946,13.70729978,13.54822522,17.78353825,14.36230499,9.965784285,10.11374373,15.54749809,11.33012585,12.43481717,9.965784285,20.45818957,10.50194485,13.0774081,10.59381398,9.965784285,14.57862442,13.79039082,20.56416347,11.8623302,21.5418601,9.965784285,10.17758331,9.965784285,11.52805591,10.16018569,11.70367562,12.45103536,11.51510272,10.54873158,10.27481626,10.96907589,9.965784285,11.43229544,11.34344098,13.13066263,11.89269307,10.818016,10.26648613,11.35246764,9.965784285,16.77292545,12.55791985,10.84972443,16.02529651,13.8386402,11.13943293,11.04530198,16.87987985,16.97640584,12.42092376,9.965784285,10.30254415,13.15193249,10.53105206,12.6268153,11.40294327,13.81729899,10.42669711,13.74293555,12.85465254,10.22954612,23.50514588,14.20411942,15.70550944,11.09364064,12.38504408,12.14736057,10.31062234,11.79510382,11.59834401,12.44111885,11.24052178,10.13489439,14.59930868,10.35805743,15.65975791,17.5369712,11.88627052,13.41809221,19.04556008,10.63038678,16.62937333,13.56403596,17.28811682,10.10625635,16.12236848,10.14928436,11.77027808,17.05052803,15.07668833,12.85040679,13.11626745,15.67419229,10.37269978,10.60394961,13.0089098,10.37299675,10.08003085,10.53808316,9.969841827,9.982818722,10.02281532,21.63655217,20.63386826,19.19597977,16.47406288,15.24792943,13.55891034,17.1114941,15.19872183,16.79034095,17.80119895,14.29712993,11.09078201,14.02700898,16.2064917,15.47224265,11.57658886,12.44110367,17.78300854,14.96876904,16.98732721,15.62597529,14.8949478,17.22225639,15.87453837,19.51814999,19.36714009,14.84862394,13.87321096,13.4030732,14.50857751,10.80087365,18.02128843,12.70106143,11.32233709,11.64512052,12.71974323,10.34852771,9.965784285,13.66316377,17.55474371,16.18331001,19.39049891,16.58098024,13.96507136,16.64463877,10.31103979,17.47019658,15.39869869,9.965784285,11.66284512,14.27580112,15.28403092,15.71486641,12.64795492,17.32098124,11.30282822,14.22048432,13.7167614,13.73742365,13.04759905,13.24404656,16.57315389,13.82786889
Mortality_Hot_Day37_5,14.10185509,12.43708122,9.965784285,16.15555841,10.20449559,16.66972466,11.24402473,10.64874105,11.13681434,23.06349903,10.3295535,11.4677913,11.5907393,11.69175606,10.58529879,12.64644162,12.16824848,16.99937865,14.35193044,10.19532319,10.11509724,14.93128601,10.70737456,12.93666718,9.965784285,20.94677115,10.1806034,11.29964607,10.20291475,17.29119409,13.80037408,13.78848487,20.83980723,11.22052189,20.62796281,9.965784285,10.23067719,10.05898083,11.37956492,9.965784285,11.25954828,13.45118642,11.90284763,10.89061521,9.965784285,10.43674759,9.965784285,11.89657627,11.0959545,13.49291,12.17235818,11.41771298,10.27509752,11.12012477,10.11017814,14.8626303,13.79473902,11.54900076,12.92116268,14.93453228,12.07090498,10.72219681,16.36331193,16.27519466,11.54169097,11.71718438,11.63809785,12.37559671,10.6670541,12.0455474,10.92961841,14.0677186,10.93361469,12.28292284,12.56025022,10.08945258,23.73888786,15.22279302,15.57972137,11.89388086,13.13327113,11.0924494,10.59687855,10.7837473,11.42642553,11.78449711,10.35851764,10.51083847,14.27744565,10.49308144,15.84564497,17.70812948,11.93393012,13.16091187,16.42755922,10.36859835,16.63602682,12.67977715,16.96538969,10.06388208,16.07962913,10.68763567,12.02246836,17.16380517,14.46620783,12.18258424,12.21774924,13.30814584,10.25235491,10.24724498,11.53103292,9.965784285,10.11824552,10.55433263,10.0202616,10.0862672,10.0170453,19.20059456,19.00454111,16.38839694,14.35828519,12.50355083,11.5276771,13.95041755,12.8562345,14.60992569,17.50062716,10.95326047,10.86430772,12.79928529,16.14105659,14.54335424,11.70974856,14.30544449,17.629697,15.62661451,18.01481537,15.01332111,14.69740402,17.16104759,15.86146673,18.94718515,18.4432418,13.8824546,13.1976105,12.62040855,14.00035499,10.89777494,16.29142862,12.48427896,11.90394141,11.12793523,12.25552779,10.4461311,10.02748367,13.35798032,17.21504177,15.69689953,18.90415855,15.71722363,14.01460575,16.34690917,10.81971272,14.25370157,15.55780642,10.22048015,10.94430311,13.41445541,15.17889115,16.240567,12.67225921,17.6825349,10.65451205,13.01417272,14.34796022,14.2139046,11.89167602,14.06884635,17.35134803,12.21793014
Mortality_Hot_Day52_1,14.12647649,10.8138836,10.07446018,14.01577824,10.54019817,17.2385729,11.72971677,11.22470756,10.73564396,23.19051028,11.02821665,10.98810837,11.84933506,10.77129355,10.53829799,14.24852022,15.65327423,16.57326522,14.64945023,9.965784285,9.965784285,15.02472781,10.82505618,12.22687497,9.965784285,20.22597382,10.48572313,11.71865197,10.86997076,9.965784285,15.30903592,14.4289866,21.80969775,10.99354878,21.45983185,9.965784285,10.38183549,10.28494217,13.6540629,11.99246108,11.01069239,12.9154602,11.94147069,10.15492966,10.32975464,10.64545522,9.965784285,10.49623797,11.24117168,12.55048638,11.52036529,11.0270357,10.13635682,11.20460723,9.965784285,16.52116715,14.18891237,10.79216567,12.94092208,14.42075502,10.96046224,10.79729048,17.35299062,16.57767151,11.94839912,9.965784285,10.97192555,12.81753197,10.17147124,12.34982672,11.04702714,13.73485854,9.965784285,11.88838829,12.73941535,10.25363533,15.07736496,13.4084384,15.12256612,10.24500815,10.4933533,11.65710405,10.28812629,11.88546587,11.93266087,11.68153682,10.77406531,10.19614793,14.47702666,10.21960012,15.51496459,17.29380047,10.89046466,12.99834969,16.60630012,10.57256922,16.39106849,13.14165396,16.63077315,10.27647956,18.08296754,10.63601216,11.77205838,14.42765186,13.49343636,12.11083894,12.25656759,15.98415907,10.57714169,10.14993558,12.38804885,10.14148999,9.965784285,10.68307052,9.978292956,10.00469697,10.01490599,22.00096473,21.25858673,19.41871384,16.96115987,15.56523817,13.78020356,16.99316101,15.41086541,17.10693976,17.34801715,10.92482571,10.90160469,13.40258886,15.20618774,16.21031653,11.41088614,12.19172565,17.57000588,14.29660051,15.40025671,15.35115348,12.80842224,16.74093757,15.3977725,19.74254017,19.78570006,15.08884038,14.16632339,13.66925201,15.10695784,10.70713337,15.96277504,13.38970168,11.27955168,12.78213099,12.51758254,10.10414088,9.965784285,13.75584362,17.77868223,16.39988501,18.15146641,15.69656583,15.64465085,16.46522513,10.43546469,16.82332252,16.7568484,9.965784285,11.1618058,13.25431642,13.83810348,14.73484502,11.60207877,16.65172837,11.3739731,14.41835044,13.23754143,12.08540588,13.1930768,13.32429607,17.26072205,12.32456558
Mortality_Hot_Day52_2,14.20318113,12.20550346,9.965784285,17.30269959,10.82311167,17.70292757,11.6390178,11.79170491,10.17274384,23.35902981,10.98363402,13.27500514,12.18259578,11.16907018,10.63004656,13.67067641,14.20061957,16.97373998,14.04831373,10.18470655,10.14897692,15.3931014,11.65336806,13.26567767,9.965784285,21.67994871,10.85936392,12.8748949,10.95575179,17.0387892,15.96801868,14.61004245,20.73323942,11.60109269,21.7279945,9.965784285,10.44088842,9.965784285,12.95195709,10.84867287,11.23557579,14.31666174,11.8295911,10.19291356,10.86413301,12.11366969,9.965784285,11.67439357,12.37244908,13.79524273,12.39791479,12.07675872,10.53212132,11.14254188,9.965784285,15.58343255,13.15753648,11.32363217,13.86359933,14.73324489,12.24511631,10.94617524,17.99394777,17.25838713,12.20790252,10.65589044,12.18876406,13.09315723,10.93839524,12.71774787,11.23413179,14.068647,10.99074547,13.23657837,12.88794506,9.965784285,23.78173537,15.14892744,16.84608283,11.60475022,11.53485723,11.79113812,10.26121182,12.02821554,11.73147332,12.84909055,10.5073964,10.76745083,14.44828732,10.97135239,15.56561103,17.91450398,12.25764728,13.52505174,17.01046956,11.88946319,16.399184,13.67136152,18.43994352,10.22096424,17.97948964,10.21902301,12.42418343,15.92390502,15.3554938,12.50759232,12.40518785,16.52996871,10.69070746,10.5321318,12.83699689,10.58955353,10.6694751,11.43029524,10.07623356,10.24616242,10.02024916,21.35440576,20.64749815,19.15520042,16.62283177,15.16411779,13.90523911,16.93562575,15.48091782,16.7322746,19.00993637,12.54796587,10.77425714,14.02913994,16.58279036,15.3280842,12.65666348,14.57559746,18.43218486,16.03248048,17.2595515,15.84754514,14.38613671,18.31514845,16.69055186,19.82860551,19.60602385,14.99006399,14.42512662,13.46166452,15.14703586,11.01034412,16.79733161,13.22525551,12.21267459,13.65259387,13.1220153,10.65483958,9.965784285,14.05611298,17.21434709,16.45928746,18.65883943,15.589875,15.53125133,16.34657936,10.77821888,13.8474497,16.38959552,10.46160663,11.31885068,14.39229895,13.71545463,16.06569746,12.5534862,17.3186816,11.91359955,14.62716077,13.92649078,12.51706894,13.74118671,12.5035339,16.37534085,13.15066479
Mortality_Hot_Day52_3,13.87495681,11.70776502,9.965784285,15.12016098,10.51330517,16.95570398,11.89625333,10.153159,10.36132044,23.4788271,10.73962447,15.22869677,11.56809699,10.97501425,11.88711109,13.46570766,16.83749157,17.23946362,16.08529536,9.965784285,10.20752327,14.63331108,11.50634348,13.19977175,9.965784285,21.18197822,10.19465186,13.03563414,10.21300911,18.47528502,15.36565289,14.03815587,21.51910996,11.76234288,21.56473552,9.965784285,10.14062928,9.965784285,13.79672519,12.73935574,11.71558761,14.0449139,12.8683107,10.66748258,9.965784285,10.54129359,9.965784285,11.4492734,11.25632176,12.56819942,11.9501798,10.96669161,11.19710948,11.09731709,10.09580043,14.93219484,14.13232272,11.03593035,12.2465809,15.32212285,11.67080116,11.18954014,17.77601496,16.87346076,12.6696238,12.72084947,11.29621835,12.46944298,10.83631371,12.59205047,11.12394732,13.75449164,11.07688824,12.56991994,13.20097078,10.13100956,23.71055783,14.25158436,16.36285863,11.73315128,10.58342529,11.61189519,11.03063314,11.17363267,12.35957676,11.31676598,10.89575334,10.47817263,14.85996716,10.76966747,14.5710499,17.44152628,11.63453449,12.63275401,15.06752009,10.99273836,15.53010406,13.81041567,17.88326131,10.2458335,18.36484352,9.965784285,12.20348013,14.7510913,14.83147411,12.37174107,12.65648632,14.91083091,10.46202697,10.12501776,10.54188206,10.15859487,10.21178169,11.11659412,10.02252031,10.19676469,10.06813487,20.9301951,20.40409181,18.70058917,16.08209295,14.73474243,13.50304841,16.60913592,15.28671342,16.12899219,18.04198567,12.02290203,11.27674879,12.44269025,16.92575856,16.13598198,11.05114031,12.92306893,17.60108727,15.56408905,14.85090871,15.06099937,12.87385903,17.30897999,16.31798861,20.04145959,19.68598531,15.07147028,14.3555097,13.78680053,15.18500858,10.97491385,15.65705228,13.29935114,12.69649125,12.46508372,12.53034642,10.16537541,10.06267749,13.74794154,18.22039478,16.5809374,18.64078256,16.45165941,15.6627412,16.32539578,11.15566402,12.79639535,15.9862825,10.18151537,11.74321231,14.12526016,14.34219571,16.25384747,12.35194701,16.8935014,11.62492056,14.62543464,13.6805701,12.14478414,11.87140171,13.87027155,15.27562959,11.30970318
