Name	clean.A10-KW10_S233_ALL.fastq.gz_quant	clean.A11-KW11_S236_ALL.fastq.gz_quant	clean.A12-KW12_S239_ALL.fastq.gz_quant	clean.A1-KW1_S197_ALL.fastq.gz_quant	clean.A2-KW2_S201_ALL.fastq.gz_quant	clean.A3-KW3_S205_ALL.fastq.gz_quant	clean.A4-KW4_S209_ALL.fastq.gz_quant	clean.A5-KW5_S213_ALL.fastq.gz_quant	clean.A6-KW6_S217_ALL.fastq.gz_quant	clean.A7-KW7_S221_ALL.fastq.gz_quant	clean.A8-KW8_S225_ALL.fastq.gz_quant	clean.A9-KW9_S229_ALL.fastq.gz_quant	clean.B10-KW22_S234_ALL.fastq.gz_quant	clean.B11-KW23_S237_ALL.fastq.gz_quant	clean.B12-KW24_S240_ALL.fastq.gz_quant	clean.B1-KW13_S198_ALL.fastq.gz_quant	clean.B2-KW14_S202_ALL.fastq.gz_quant	clean.B3-KW15_S206_ALL.fastq.gz_quant	clean.B4-KW16_S210_ALL.fastq.gz_quant	clean.B5-KW17_S214_ALL.fastq.gz_quant	clean.B6-KW18_S218_ALL.fastq.gz_quant	clean.B7-KW19_S222_ALL.fastq.gz_quant	clean.B8-KW20_S226_ALL.fastq.gz_quant	clean.B9-KW21_S230_ALL.fastq.gz_quant	clean.C10-KW34_S235_ALL.fastq.gz_quant	clean.C11-KW35_S238_ALL.fastq.gz_quant	clean.C12-KW36_S241_ALL.fastq.gz_quant	clean.C1-KW25_S199_ALL.fastq.gz_quant	clean.C2-KW26_S203_ALL.fastq.gz_quant	clean.C3-KW27_S207_ALL.fastq.gz_quant	clean.C4-KW28_S211_ALL.fastq.gz_quant	clean.C5-KW29_S215_ALL.fastq.gz_quant	clean.C6-KW30_S219_ALL.fastq.gz_quant	clean.C7-KW31_S223_ALL.fastq.gz_quant	clean.C8-KW32_S227_ALL.fastq.gz_quant	clean.C9-KW33_S231_ALL.fastq.gz_quant	clean.D1-KW37_S200_ALL.fastq.gz_quant	clean.D2-KW38_S204_ALL.fastq.gz_quant	clean.D3-KW39_S208_ALL.fastq.gz_quant	clean.D4-KW40_S212_ALL.fastq.gz_quant	clean.D5-KW41_S216_ALL.fastq.gz_quant	clean.D6-KW42_S220_ALL.fastq.gz_quant	clean.D7-KW43_S224_ALL.fastq.gz_quant	clean.D8-KW44_S228_ALL.fastq.gz_quant	clean.D9-KW45_S232_ALL.fastq.gz_quant
GCKDGN102C7KKH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig08475	20	0	32	2	0	0	7	0	0	0	0	12	1	8	7	5	0	0	0	11	0	0	0	6	1	0	1	36	8	0	0	9	1	20	4	5	13	3	5	0	9	0	16	5	2
isotig10932	6	0	0	1	0	3	3	0	0	0	0	42	17	0	0	0	0	0	2	2	0	0	0	0	4	4	6	2	6	0	0	3	0	11	0	0	2	0	0	0	17	2	0	3	1
GCKDGN103FVJ9J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig18271	1344	910	894	1192	505	425	1141	543	997	626	217	227	198	573	295	769	205	197	372	1250	1887	1226	45	430	146	328	523	873	488	225	302	740	736	616	1329	558	696	1068	170	321	689	133	1165	1043	657
isotig11858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig14848	35	16	3	20	3	9	30	0	0	33	0	0	4	5	0	6	0	0	0	15	29	1	0	0	0	12	0	4	5	7	1	19	12	16	13	6	3	10	0	0	5	0	17	13	13
isotig00602	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.115	0	6.568	0	0	0	0	0	7	0	0	7.272	3	1	0	3	0	0	0	0
isotig12279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
isotig12133	9	1	0	15	0	1	0	0	0	0	0	16	0	0	0	2	0	0	0	2	36	1	0	0	2	0	11	13	0	0	4	5	0	0	0	3	0	1	0	0	0	11	0	0	1
isotig24618	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GCKDGN101B71G9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig11634	36	20	0	17	22	3	12	2	38	1	0	3	1	4	0	2	2	0	3	28	42	18	0	23	5	7	6	20	5	0	1	17	23	10	4	31	11	14	3	4	6	7	43	10	10
isotig12520	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
isotig06870	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig10505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0
GCKDGN102EDPQD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig20357	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
isotig11076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
isotig14018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig15893	27	0	18	8	0	1	7	0	6	0	0	0	3	0	0	7	0	0	0	6	6	0	0	0	0	2	0	8	2	2	0	1	2	0	0	2	5	1	0	0	0	0	0	4	1
isotig18707	0	0	2	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	5	0	0	0	3	0	0	0	3	0	0	0	0	1	0	0	0	2	0	0	0	1
isotig04990	270	443	299	221	234	99	249	224	367	85	29	136	36	55	20	195	18	67	37	258	360	260	31	43	20	85	60	252	68	32	38	113	180	222	194	126	242	129	13	53	197	16	200	127	141
isotig13964	0	0	1	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2
isotig13167	37	1	12	16	5	0	20	6	17	0	24	0	4	0	0	3	0	2	0	9	16	11	0	7	3	12	0	28	4	2	1	8	6	13	17	4	12	10	5	4	2	0	0	12	10
isotig12487	29	0	9	41	5	7	15	0	21	0	0	4	2	0	1	2	0	1	0	16	11	6	0	4	6	11	0	36	5	0	1	14	9	18	1	2	19	6	0	0	3	1	0	15	8
isotig08864	13	18	0	6	4	9	5	1	0	36	0	0	0	0	0	0	0	0	6	14	8	1	0	4	0	4	7	1	1	0	1	8	3	10	0	1	4	4	2	0	3	5	0	8	8
GCKDGN103GIAO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig09602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig15062	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig09259	2	13	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0
isotig10442	26	10	57	10	14	22	48	67	28	1	2	3	15	5	2	33	3	0	5	26	45	46	0	7	4	7	0	22	23	9	12	17	27	29	1	21	40	16	5	18	19	24	46	13	34
isotig12189	44	16	0	51	28	23	37	15	51	0	14	0	5	4	0	9	4	0	0	70	62	1	0	8	1	11	2	53	0	1	2	2	10	38	22	9	17	25	5	11	1	2	32	42	50
isotig13541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig15213	0	0	0	1	1	2	1	0	0	0	0	14	0	0	0	2	0	0	0	0	0	3	0	0	0	3	0	2	1	0	0	0	0	9	0	0	1	0	0	0	1	0	1	2	0
isotig10872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig10269	52	4	9	15	23	41	42	43	11	0	8	18	3	2	31	25	1	2	2	12	61	16	0	17	7	16	2	62	2	0	5	21	22	37	48	2	17	14	0	20	2	0	12	17	34
isotig11101	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
GCKDGN101AK5LZ	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
isotig17551	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCKDGN101AVESY	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
isotig26766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig22183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig11815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig13831	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
isotig12777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig32398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig03633	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0
isotig10857	24	0	0	0	3	1	15	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	4	0	3	0	0	3	0	0	2	11	0	0	4	2	3	0	0	0	0	0	1	0
isotig12312	3	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
isotig13390	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
isotig11726	11	0	0	5	0	0	3	1	0	0	0	1	0	0	0	6	0	0	0	9	0	0	0	0	0	0	0	15	0	0	2	6	1	5	0	0	3	1	1	0	1	0	0	3	4
isotig10037	2	0	0	4	6	0	0	0	17	0	0	0	0	0	0	4	0	0	0	4	5	12	0	0	0	11	1	5	2	0	0	1	18	11	3	2	6	3	0	1	8	0	0	3	1
GCKDGN103GKMEP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig08521	1	0	0	1	4	1	3	1	1	0	1	3	0	2	0	2	2	2	1	1	1	1	0	2	2	0	0	2	1	3	1	1	0	0	2	1	0	0	0	2	2	1	0	4	2
isotig12498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCKDGN103G1799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig14291	20	17	27	10	10	11	8	25	23	0	17	12	2	2	6	26	2	1	10	8	2	0	0	19	12	2	0	3	9	5	1	15	23	43	26	2	10	5	16	1	2	10	37	3	3
isotig06584	18	47	0	15	0	147	14	1	0	0	0	148	35	0	0	0	1	0	0	7	7	72	0	7	2	16	0	10	20	0	0	1	0	0	0	5	4	0	0	2	18	0	56	11	7
isotig11374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig11823	7	0	24	3	0	0	0	2	0	0	0	0	1	0	0	0	0	16	0	3	0	0	0	0	0	2	0	11	0	0	0	4	0	9	0	0	2	4	0	0	1	0	0	3	2
isotig10569	147	208	56	201	130	78	240	63	79	18	47	58	44	10	8	43	12	11	4	225	280	74	2	31	17	100	25	310	66	9	28	180	70	118	119	51	137	67	17	36	155	25	108	155	93
isotig09616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig25170	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	1	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
isotig10050	61	37	68	109	52	76	100	92	89	3	2	23	14	23	2	47	3	1	27	99	71	57	0	21	2	32	36	88	30	4	7	95	43	119	92	16	71	45	7	14	64	15	52	35	45
isotig13757	22	0	41	12	1	5	33	19	9	2	0	0	0	0	0	9	1	1	5	18	6	10	0	0	4	5	0	20	6	0	0	17	3	18	4	5	11	4	0	1	6	6	0	7	2
isotig13299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig09466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
isotig08332	68	107	164	196	173	91	121	132	168	0	1	167	32	32	17	60	7	40	20	188	0	125	0	0	8	44	76	1	108	38	12	53	60	177	174	42	1	1	11	14	188	3	59	49	43
isotig32587	11	28	16	9	12	5	42	0	19	0	0	0	6	1	0	6	4	0	0	9	18	1	0	6	0	9	0	20	3	0	0	4	3	10	0	8	11	10	0	2	9	8	14	3	4
isotig14159	1	0	0	3	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
isotig26370	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	1	0	0	0	3	0	0	1	0	0	2	0
isotig17291	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig08375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig08516	569	299	257	439	301	156	430	230	339	51	2	168	63	60	69	203	42	29	94	340	377	442	3	107	73	136	101	460	111	18	52	186	310	416	184	192	245	122	56	95	180	74	700	238	149
isotig23866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1
isotig26121	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
isotig26471	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig18813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
isotig19199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig13418	1	0	0	2	1	0	7	0	13	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	5	0	0	0	0	2	18	0	1	0	0	0	0	0	0	1	0	2
isotig12165	56	97	1	15	35	0	19	54	55	0	0	1	21	1	8	34	12	11	0	34	24	53	0	1	7	14	1	8	1	0	16	12	62	50	19	12	5	3	2	3	12	11	0	0	3
GE912674	94	19	63	74	39	79	104	42	73	30	12	17	17	12	11	62	7	3	31	44	54	28	0	49	7	18	19	70	35	8	28	72	51	85	32	35	46	29	14	17	34	20	40	58	47
isotig14176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig08397	22	50	2	10	4	4	16	38	47	0	0	3	10	0	0	0	1	0	1	16	28	48	0	1	4	6	5	22	3	2	2	25	1	27	5	5	13	12	1	9	18	0	0	10	21
isotig19175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig13075	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1.994	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig21841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
isotig29547	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCKDGN103G9QWB	1	0	0	0	1	1	0	0	0	1	0	2	2	1	0	0	0	1	0	1	0	4	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	3	0	2	0	0
isotig09815	23	2	3	23	11	1	4	28	0	0	0	0	1	0	0	3	0	0	4	18	0	0	0	4	1	7	0	22	0	0	0	5	5	4	37	1	11	2	7	0	0	0	20	13	4
GE914432	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
isotig13078	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig10644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	2	0
isotig14133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig25528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
isotig12724	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GE910772	23	22	10	16	14	0	25	0	1	0	0	14	0	0	0	0	4	0	4	8	28	41	0	1	0	9	3	31	5	1	1	27	14	34	0	4	5	21	3	0	13	1	0	2	0
isotig09132	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig13142	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	9	5	1	0	0	0	0	3	0	1	0	0	0	2	0	0	1	0
isotig08456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
isotig18422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig27785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig04395	0	0	0	0	0	2	0	1	0	0	0	0	3	2	0	0	0	0	0	1	1	0	0	0	1	4	0	1	0	1	2	1	0	0	0	2	1	1	0	0	0	0	0	1	0
isotig11482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig16279	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
isotig04864	57	7	43	8	4	2	57	88	69	0	1	6	12	16	20	31	0	9	6	16	24	46	0	8	1	16	13	37	15	2	10	42	19	14	118	14	27	13	6	2	17	2	2	15	10
isotig14283	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
isotig25355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig12389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
isotig12652	5	2	2	1	0	2	2	1	1	0	0	0	2	0	0	4	0	0	0	2	0	1	0	6	0	1	0	6	4	0	0	2	6	13	0	4	2	0	0	0	1	0	9	3	5
isotig14253	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
isotig04382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig12918	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
isotig32212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig10929	73	5	1	68	8	19	49	3	5	0	0	0	0	0	0	9	0	1	9	78	26	8	0	0	9	11	0	69	1	0	4	21	0	25	0	5	23	16	0	3	10	16	10	27	28
isotig11719	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
GCKDGN103GZDQW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig09148	35	52	34	17	43	13	72	36	56	1	13	3	9	21	1	25	8	0	1	62	76	44	0	14	4	8	8	31	12	0	8	21	42	41	14	23	43	16	2	10	29	4	12	21	21
isotig08765	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
isotig09694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig09538	5.824	0	0	9.489	10.221	81.632	1	0	0	0	0	59.25	23.443	0	0	0	1.616	0	0	5.013	5	59.585	0	2.061	3	25.625	2.985	13.955	27.791	0	0	1.266	6	14.705	2	2.791	1.285	0	1	0	20.225	6	30.897	7.342	6.105
isotig23994	0	0	4	2	0	0	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	3	4	0	0	6	0	4	0	0	0	1	0	0	1	0	0	0	0
isotig11802	101	40	27	62	27	38	24	39	123	51	5	5	12	14	18	28	10	0	10	82	106	86	1	14	12	19	12	45	12	7	6	38	17	88	18	26	44	29	8	21	17	2	36	48	52
GE911684	1	12	0	5	8	5	1	3	0	0	0	9	0	0	0	1	2	0	0	5	3	0	0	0	0	1	0	2	0	0	0	1	0	20	0	1	6	2	0	10	4	0	0	0	1
isotig09987	13	12	0	6	36	10	30	33	11	0	0	25	4	2	8	14	3	0	5	11	0	21	0	13	1	34	0	3	2	0	1	7	26	11	10	3	1	0	0	5	19	0	19	6	1
isotig10531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
isotig13424	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	0
isotig12255	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0
GCKDGN102ETZKJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig09261	1	1	0	1.995	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	3.295	1	0	0	1.999	0	1	0	3	3	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	2
