"","Metabolite","estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative","p.adj","Enrichment.dir","Feature.status"
"35","Feature 82",3.20959167072216,13.7004497761918,10.4908581054696,6.31927046917933,0.00212329698921586,4.50778568113183,1.85991185286335,4.55927148858097,"Welch Two Sample t-test","two.sided",0.00955483645147136,"Bleached","Unknown"
"36","Feature 9",1.7077230639949,14.1432545851316,12.4355315211367,4.35444752528404,0.00258724647662388,7.79243952004063,0.799146376328646,2.61629975166115,"Welch Two Sample t-test","two.sided",0.0102728904218889,"Bleached","Unknown"
"37","Glutamine",1.41776206185564,17.2086103431241,15.7908482812684,3.23336105350062,0.0172832742031468,6.13539866704418,0.350555214503379,2.48496890920791,"Welch Two Sample t-test","two.sided",0.0324061391309003,"Bleached","Identified"
"38","Glycine",1.47057887722016,14.4313430909047,12.9607642136846,4.58891208314967,0.00425271929109924,5.70021855393622,0.67632710002092,2.2648306544194,"Welch Two Sample t-test","two.sided",0.0128306551312813,"Bleached","Identified"
"39","Homoarginine",0.78118455580476,15.0709553547066,14.2897707989018,4.01435011135905,0.00904091656832062,5.29863508185756,0.289316578796312,1.27305253281321,"Welch Two Sample t-test","two.sided",0.0190706833863013,"Bleached","Identified"
"40","N-acetyl-L-ornithine",0.236401254869927,10.2371390934371,10.0007378385672,4.81916756741854,0.00132365797107323,7.99809162711189,0.123276964122777,0.349525545617077,"Welch Two Sample t-test","two.sided",0.0085092298140422,"Bleached","Identified"
"41","NADPH ",0.0284457307888513,9.99934831305979,9.97090258227093,6.00054787994882,0.000326742504146778,7.97780086446066,0.0175087698287482,0.0393826917489543,"Welch Two Sample t-test","two.sided",0.00569682970330476,"Bleached","Identified"
"42","NG-dimethyl-L-arginine",1.3234803089149,17.5147933372055,16.1913130282906,3.81096396874168,0.00606355547570793,7.33476066616643,0.509825198178583,2.13713541965122,"Welch Two Sample t-test","two.sided",0.0149027004392918,"Bleached","Identified"
"43","O-Phosphorylethanolamine",1.75037732305192,13.0268677403103,11.2764904172584,3.73261104848428,0.0124059515275843,5.24484084670557,0.561654735376578,2.93909991072726,"Welch Two Sample t-test","two.sided",0.0242725138583171,"Bleached","Identified"
"44","Ornithine",2.16691961035824,14.5485808102027,12.3816611998445,3.58563609941976,0.0082756895953401,7.31447696490458,0.750259200245327,3.58358002047115,"Welch Two Sample t-test","two.sided",0.0180837162212386,"Bleached","Identified"
"45","Threonine",1.07457871208122,16.1892576540158,15.1146789419346,2.71677130887855,0.0290284969949473,7.22139316507677,0.145068053849515,2.00408937031292,"Welch Two Sample t-test","two.sided",0.0440319898237964,"Bleached","Identified"
"46","Uridine",0.73637856596938,14.1641000111223,13.4277214451529,2.80698534672692,0.0229743223334359,7.99122189531867,0.131310657244191,1.34144647469457,"Welch Two Sample t-test","two.sided",0.0380031006824996,"Bleached","Identified"
"47","Acetyl glycine",-0.73307484515788,11.7355820544317,12.4686568995896,-2.73139096146825,0.0305891559937186,6.6936741743971,-1.37364893298292,-0.0925007573328399,"Welch Two Sample t-test","two.sided",0.044403613539269,"Control","Identified"
"48","Feature 100",-1.81339757111638,11.8509303792442,13.6643279503605,-2.54270982646946,0.0362349450746606,7.54066667537913,-3.47558421129008,-0.151210930942679,"Welch Two Sample t-test","two.sided",0.0499154855620324,"Control","Unknown"
"49","Feature 101",-3.68019636354233,10.5127587460814,14.1929551096238,-6.01935795342792,0.000359339804615725,7.74586343411573,-5.09816471363692,-2.26222801344773,"Welch Two Sample t-test","two.sided",0.00569682970330476,"Control","Unknown"
"50","Feature 102",-3.9012148362407,10.5459994256825,14.4472142619232,-6.84282183684729,0.000201188468121961,7.30186386809829,-5.2381133010477,-2.5643163714337,"Welch Two Sample t-test","two.sided",0.00569682970330476,"Control","Unknown"
"51","Feature 103",-2.77761756317502,10.5323824226069,13.3099999857819,-6.30585854227328,0.000274635823621837,7.67856957580272,-3.80082003918759,-1.75441508716246,"Welch Two Sample t-test","two.sided",0.00569682970330476,"Control","Unknown"
"52","Feature 104",-2.358592616684,10.5323824226069,12.8909750392909,-4.87896392375474,0.0016755631765392,7.1726766090847,-3.49614605106741,-1.2210391823006,"Welch Two Sample t-test","two.sided",0.00904804115331167,"Control","Unknown"
"53","Feature 105",-1.97233134465646,10.3584619683155,12.330793312972,-5.04417562321828,0.00113005681323415,7.67422386434282,-2.88071201532836,-1.06395067398457,"Welch Two Sample t-test","two.sided",0.00802935104140057,"Control","Unknown"
"54","Feature 106",-2.55206760089514,10.4135891803458,12.9656567812409,-6.44579167203471,0.000236348551051237,7.68877718549984,-3.47155150643255,-1.63258369535774,"Welch Two Sample t-test","two.sided",0.00569682970330476,"Control","Unknown"
"55","Feature 107",-3.07197779978652,10.3299019716688,13.4018797714553,-6.97817654149459,0.000121326451728165,7.91282736592099,-4.08909175331561,-2.05486384625744,"Welch Two Sample t-test","two.sided",0.00569682970330476,"Control","Unknown"
"56","Feature 108",-2.71598744646648,10.3174168621432,13.0334043086097,-5.47551589410531,0.000881581437355197,7.11288646731567,-3.88513484389112,-1.54684004904184,"Welch Two Sample t-test","two.sided",0.00786230609674026,"Control","Unknown"
"57","Feature 109",-1.85797518665432,10.1180810362491,11.9760562229034,-5.19981674335429,0.00490779631073714,4.42961194658593,-2.81322413973446,-0.902726233574183,"Welch Two Sample t-test","two.sided",0.0128306551312813,"Control","Unknown"
"58","Feature 110",-2.02368581199436,10.2772497411873,12.3009355531816,-5.78906719013279,0.000948153647663847,6.35764735003351,-2.86752372139557,-1.17984790259316,"Welch Two Sample t-test","two.sided",0.00786230609674026,"Control","Unknown"
"59","Feature 112",-3.1344941649696,11.8067648666297,14.9412590315993,-4.05101528697424,0.0037600910387252,7.91686936327942,-4.92204334520711,-1.34694498473209,"Welch Two Sample t-test","two.sided",0.0128306551312813,"Control","Unknown"
"60","Feature 113",-3.72572674436617,10.7865498644203,14.5122766087865,-6.03031606427033,0.00066714723523202,6.57664214485951,-5.20595164511441,-2.24550184361792,"Welch Two Sample t-test","two.sided",0.00786230609674026,"Control","Unknown"
"61","Feature 114",-4.57349805035382,11.7131605857784,16.2866586361322,-6.2910023606133,0.00101968903755233,5.53959707091301,-6.3888395897373,-2.75815651097035,"Welch Two Sample t-test","two.sided",0.00786230609674026,"Control","Unknown"
"62","Feature 115",-2.56317376878814,10.5567806130543,13.1199543818425,-5.87295527729182,0.000379788646886984,7.96198599472135,-3.57043582734594,-1.55591171023034,"Welch Two Sample t-test","two.sided",0.00569682970330476,"Control","Unknown"
"63","Feature 116",-2.1077957365518,12.1543052817029,14.2621010182547,-5.37853583167744,0.00160608036568302,6.10577905878452,-3.06270401394694,-1.15288745915666,"Welch Two Sample t-test","two.sided",0.009034202056967,"Control","Unknown"
"64","Feature 117",-2.09621540242845,10.2728697364278,12.3690851388563,-5.06411485040014,0.00119747563320644,7.4697688872221,-3.06267523160078,-1.12975557325611,"Welch Two Sample t-test","two.sided",0.00808296052414347,"Control","Unknown"
"65","Feature 118",-2.95972988000224,11.0256421417115,13.9853720217137,-4.52755509754806,0.0025021843700309,7.22203873758183,-4.49593766881824,-1.42352209118624,"Welch Two Sample t-test","two.sided",0.0102362087864901,"Control","Unknown"
"66","Feature 125",-2.13164084616978,10.0796672710072,12.2113081171769,-3.78279471088006,0.0183268634719569,4.12537789534674,-3.67761869669396,-0.58566299564561,"Welch Two Sample t-test","two.sided",0.0338921447769066,"Control","Unknown"
"67","Feature 126",-3.88473978358514,10.6483015373126,14.5330413208977,-5.23826981229871,0.00104830747956537,7.30808182773289,-5.62348719864093,-2.14599236852936,"Welch Two Sample t-test","two.sided",0.00786230609674026,"Control","Unknown"
"68","Feature 127",-3.30602794214714,10.411188780694,13.7172167228412,-5.25609914762438,0.00185389402960509,6.05679024224514,-4.84161697772547,-1.77043890656881,"Welch Two Sample t-test","two.sided",0.00909967370727048,"Control","Unknown"
"69","Feature 128",-3.59020068969264,12.5800164014809,16.1702170911736,-5.73431008277017,0.000448843984669932,7.94104883367282,-5.03583716291684,-2.14456421646844,"Welch Two Sample t-test","two.sided",0.00605939379304409,"Control","Unknown"
"70","Feature 129",-1.61612786385252,14.80071755912,16.4168454229726,-2.79435322072815,0.023727486440888,7.88758772765782,-2.95313240182324,-0.279123325881797,"Welch Two Sample t-test","two.sided",0.0380031006824996,"Control","Unknown"
"71","Feature 132",-1.76581547765896,12.1990559791422,13.9648714568011,-2.89535479160504,0.0264673650339326,6.20573541816397,-3.24622411957793,-0.285406835739992,"Welch Two Sample t-test","two.sided",0.0406033440861466,"Control","Unknown"
"72","Feature 133",-3.36726357746702,11.0812013684415,14.4484649459085,-4.93014781619365,0.00151673263357044,7.27281195097273,-4.97008860973381,-1.76443854520023,"Welch Two Sample t-test","two.sided",0.00890256111008737,"Control","Unknown"
"73","Feature 134",-3.69564905010952,13.4875486201886,17.1831976702982,-4.16571985382613,0.00456245253102649,6.74974235278235,-5.80931356039787,-1.58198453982117,"Welch Two Sample t-test","two.sided",0.0128306551312813,"Control","Unknown"
"74","Feature 137",-3.12002638647074,10.7158446458127,13.8358710322835,-4.59840040959587,0.00248467221552277,7.00458809533395,-4.72421694927531,-1.51583582366617,"Welch Two Sample t-test","two.sided",0.0102362087864901,"Control","Unknown"
"75","Feature 138",-3.0533493481955,10.5650218739535,13.618371222149,-5.01813234435682,0.00145845084812596,7.1197093413877,-4.48724686316136,-1.61945183322965,"Welch Two Sample t-test","two.sided",0.00890256111008737,"Control","Unknown"
"76","Feature 139",-3.43360005541292,11.0144425552534,14.4480426106663,-4.41489132437321,0.00281048625950015,7.28919262756551,-5.25795487304795,-1.6092452377779,"Welch Two Sample t-test","two.sided",0.0108404470009291,"Control","Unknown"
"77","Feature 140",-2.20481278339216,10.6988349869954,12.9036477703876,-4.94316211231286,0.00182459796951417,6.78759490853985,-3.26624063401023,-1.1433849327741,"Welch Two Sample t-test","two.sided",0.00909967370727048,"Control","Unknown"
"78","Feature 141",-2.58609674938612,11.0912939068989,13.677390656285,-5.29234131274634,0.00188733973187832,5.95457611707488,-3.78399199855238,-1.38820150021986,"Welch Two Sample t-test","two.sided",0.00909967370727048,"Control","Unknown"
"79","Feature 18",-1.08229428495642,20.7041799012617,21.7864741862181,-3.88232771391448,0.00703473983055658,6.46994922584411,-1.75259879418359,-0.411989775729243,"Welch Two Sample t-test","two.sided",0.0163739633987093,"Control","Unknown"
"80","Feature 19",-1.08229428495642,20.7041799012617,21.7864741862181,-3.88232771391448,0.00703473983055658,6.46994922584411,-1.75259879418359,-0.411989775729243,"Welch Two Sample t-test","two.sided",0.0163739633987093,"Control","Unknown"
"81","Feature 29",-1.06586339336182,19.2163936729839,20.2822570663457,-4.07241726063874,0.00385863974786603,7.71180651863148,-1.67335656397418,-0.458370222749457,"Welch Two Sample t-test","two.sided",0.0128306551312813,"Control","Unknown"
"82","Feature 51",-1.20108583148606,12.9847281028109,14.185813934297,-3.48717462824894,0.00830511411642069,7.95522979953522,-1.99612041184746,-0.406051251124655,"Welch Two Sample t-test","two.sided",0.0180837162212386,"Control","Unknown"
"83","Feature 52",-1.11825303583422,15.9978501790454,17.1161032148796,-2.73047479105312,0.0349709797460755,5.86379031106328,-2.12604405253273,-0.110462019135711,"Welch Two Sample t-test","two.sided",0.0490871130830696,"Control","Unknown"
"84","Feature 60",-1.40632934050148,13.191636967734,14.5979663082354,-2.61782109130752,0.0352699997707982,6.83242356125286,-2.68298120902966,-0.129677471973302,"Welch Two Sample t-test","two.sided",0.0490871130830696,"Control","Unknown"
"85","Feature 70",-1.81665826248656,17.0466611458145,18.863319408301,-4.00873105930004,0.00736657923334564,5.87250088862135,-2.93140060012638,-0.701915924846748,"Welch Two Sample t-test","two.sided",0.0165748032750277,"Control","Unknown"
"86","Feature 77",-1.20641422600992,13.6395803341647,14.8459945601747,-3.57909742573687,0.00728472558934679,7.94190547509398,-1.98469490918675,-0.428133542833091,"Welch Two Sample t-test","two.sided",0.0165748032750277,"Control","Unknown"
"87","Feature 83",-2.01405606578244,14.4071916667361,16.4212477325186,-3.31375192961689,0.0205564830726349,5.09658563091468,-3.56755915130556,-0.460552980259322,"Welch Two Sample t-test","two.sided",0.0365148054579698,"Control","Unknown"
"88","Feature 86",-1.12589560341062,12.8135541917641,13.9394497951747,-2.82596589754008,0.0223164785276883,7.98988800319786,-2.04483520769515,-0.206955999126087,"Welch Two Sample t-test","two.sided",0.037659057515474,"Control","Unknown"
"89","Feature 90",-2.65418503026396,11.5117828668678,14.1659678971318,-3.27862460785528,0.0113123068434654,7.94795458103462,-4.52312268671045,-0.785247373817474,"Welch Two Sample t-test","two.sided",0.0227934540875794,"Control","Unknown"
"90","Feature 91",-2.03842129743586,12.3398130971262,14.3782343945621,-2.93944251427415,0.0189553536664952,7.91142537693093,-3.64069252027567,-0.43615007459605,"Welch Two Sample t-test","two.sided",0.0345807127699575,"Control","Unknown"
"91","Feature 92",-1.42581591232324,12.0204018981897,13.4462178105129,-2.87694484185979,0.025531098579211,6.55354029837207,-2.6141055299055,-0.237526294740983,"Welch Two Sample t-test","two.sided",0.0396172219332585,"Control","Unknown"
"92","Feature 95",-1.02280801749598,12.6411599677471,13.6639679852431,-3.28519815968872,0.0118735229262868,7.62286342794589,-1.74698541562051,-0.298630619371456,"Welch Two Sample t-test","two.sided",0.0235724352213046,"Control","Unknown"
"93","Feature 96",-2.32115312780038,11.2368901221999,13.5580432500002,-3.95328472407585,0.00487083531700904,7.4430079982813,-3.69295395897178,-0.949352296628981,"Welch Two Sample t-test","two.sided",0.0128306551312813,"Control","Unknown"
"94","L-Octanoylcarnitine",-0.82242635938864,11.825309726336,12.6477360857247,-3.9154916747188,0.00446195948531744,7.98586004025579,-1.30693850016969,-0.337914218607595,"Welch Two Sample t-test","two.sided",0.0128306551312813,"Control","Identified"
"95","L-Palmitoylcarnitine",-1.53579435462664,12.7315236485018,14.2673180031284,-5.48173429781972,0.000878977970275617,7.1050319713679,-2.19630101347127,-0.875287695782017,"Welch Two Sample t-test","two.sided",0.00786230609674026,"Control","Identified"
"96","O-Decanoyl-L-carnitine",-1.34993418889662,11.217093903749,12.5670280926456,-6.09938710818722,0.000368358096303909,7.53260423519945,-1.86587098461589,-0.833997393177351,"Welch Two Sample t-test","two.sided",0.00569682970330476,"Control","Identified"
"97","O-Propanoylcarnitine",-1.73436918176382,16.7578654102315,18.4922345919953,-6.00050975319901,0.000345950642136377,7.8624860446856,-2.40292422245437,-1.06581414107327,"Welch Two Sample t-test","two.sided",0.00569682970330476,"Control","Identified"
"98","Ribitol",-0.794923072215761,12.3508877217068,13.1458107939226,-2.98175310392456,0.0212181120788738,6.7873539652236,-1.42934805209028,-0.160498092341246,"Welch Two Sample t-test","two.sided",0.0369140383173229,"Control","Identified"
