"","Metabolite","estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative","p.adj","Enrichment.dir","Feature.status"
"123","Feature 85",-2.11345843047472,14.5203175979274,16.6337760284021,-4.36044501204739,0.00835692435351411,4.70957558710942,-3.38285843192931,-0.844058429020132,"Welch Two Sample t-test","two.sided",0.0129895672016578,"Control","Unknown"
"124","Feature 86",-3.01704728961218,11.0798672338665,14.0969145234786,-6.03765480133594,0.000760019758917181,6.34109214815483,-4.22401410365111,-1.81008047557326,"Welch Two Sample t-test","two.sided",0.00297292057571853,"Control","Unknown"
"125","Feature 88",-2.32274407590712,11.7069027282636,14.0296468041707,-3.2206892646513,0.0192678889967217,5.74340997493769,-4.10673207760605,-0.538756074208188,"Welch Two Sample t-test","two.sided",0.0248225957345154,"Control","Unknown"
"126","Feature 90",-4.45375285220799,9.96578428466209,14.4195371368701,-12.7209378026654,0.000219984181678292,4,-5.42581957386766,-3.48168613054832,"Welch Two Sample t-test","two.sided",0.00125830951919983,"Control","Unknown"
"127","Feature 91",-4.18206472908922,10.4232515585786,14.6053162876679,-9.97038461200656,0.000134284316899399,5.22881016802533,-5.24625379522568,-3.11787566295277,"Welch Two Sample t-test","two.sided",0.00088235672384915,"Control","Unknown"
"128","Feature 92",-3.26776412664128,10.3120365450944,13.5798006717356,-9.70275133509032,8.54884888739044e-05,5.7864265745251,-4.09928266745767,-2.43624558582489,"Welch Two Sample t-test","two.sided",0.000873203850640595,"Control","Unknown"
"129","Feature 93",-2.10614678819568,11.6388908577095,13.7450376459051,-4.02835849129526,0.0118391137267093,4.61104283403982,-3.48494953245594,-0.727344043935412,"Welch Two Sample t-test","two.sided",0.0164368277953343,"Control","Unknown"
"130","Feature 94",-2.38280541700739,10.3382616125009,12.7210670295083,-5.36980032340592,0.000978427972970074,7.1352178980084,-3.42807071751851,-1.33754011649626,"Welch Two Sample t-test","two.sided",0.00317989091215274,"Control","Unknown"
"131","Feature 95",-3.25210423674882,10.4121822105264,13.6642864472752,-7.0641807636154,0.000127035721874261,7.7016623597925,-4.3209095141375,-2.18329895936015,"Welch Two Sample t-test","two.sided",0.00088235672384915,"Control","Unknown"
"132","Feature 96",-2.67856389259902,10.1641357564964,12.8426996490954,-13.0625105829453,4.2212856193568e-05,5.076640333878,-3.20329608160819,-2.15383170358985,"Welch Two Sample t-test","two.sided",0.000727182783344929,"Control","Unknown"
"133","Hypoxanthine",-1.00894233152586,10.6220254134312,11.6309677449571,-2.81228885808989,0.0228379755789402,7.97340913574252,-1.83672944183368,-0.181155221218041,"Welch Two Sample t-test","two.sided",0.0274439538469617,"Control","Identified"
"134","N-acetyl-glutamine",-0.856827104471538,10.4998243023023,11.3566514067738,-4.29323601304768,0.00323251429581679,7.33010983563209,-1.32447512063248,-0.389179088310596,"Welch Two Sample t-test","two.sided",0.00660356491859715,"Control","Identified"
"135","Nicotinamide riboside",-1.98101231320908,11.3910425407207,13.3720548539298,-4.45309416722394,0.00259283143710283,7.38769409279889,-3.02185575522455,-0.940168871193611,"Welch Two Sample t-test","two.sided",0.00588531580167785,"Control","Identified"
"136","o-acetyl-L-serine",-1.41375358454822,13.9903295612833,15.4040831458315,-3.49258482678063,0.0105331817488715,6.81619162379903,-2.37618056781855,-0.45132660127789,"Welch Two Sample t-test","two.sided",0.0152145958594811,"Control","Identified"
"137","Ribose phosphate",-0.674142663680541,10.2940764718393,10.9682191355199,-3.49785304204922,0.0164211639647486,5.16613645453421,-1.16481800308347,-0.183467324277617,"Welch Two Sample t-test","two.sided",0.0216426622515965,"Control","Identified"
